name,cmc,release_year,price,color,image,type_line,artist
Gravestorm,3,2005,3.0,#000000,https://cards.scryfall.io/normal/front/b/4/b4f4accc-f63b-42e7-9325-11c5e3ca4c4c.jpg?1562077989,Enchantment,Alex Horley-Orlandelli
Higure- the Still Wind,5,2005,4.99,#341aff,https://cards.scryfall.io/normal/front/c/0/c08ebedb-b7aa-41ba-96a3-764bf6b42019.jpg?1562078983,Legendary Creature — Human Ninja,Christopher Moeller
Raksha Golden Cub,7,2005,15.0,#ffffff,https://cards.scryfall.io/normal/front/a/0/a0a6f29d-67df-4006-a2a7-977389edec3d.jpg?1562075819,Legendary Creature — Cat Soldier,Pete Venters
