name,cmc,release_year,price,color,image,type_line,artist
Aladdin's Ring,8,1994,6.0,#8c8d8b,https://cards.scryfall.io/normal/front/1/5/151eb20e-a40b-447d-bc84-6a06d4685bbf.jpg?1539999642,Artifact,Dan Frazier
Ankh of Mishra,2,1994,25.83,#8c8d8b,https://cards.scryfall.io/normal/front/2/1/214ec172-bd8a-42ec-9fb0-282e8f7b1cc2.jpg?1539995938,Artifact,Amy Weber
Armageddon,4,1994,37.99,#ffffff,https://cards.scryfall.io/normal/front/5/5/55b7ef5a-4875-4c5a-9f96-0ce7825fe930.jpg?1539999301,Sorcery,Jesper Myrfors
Aspect of Wolf,2,1994,4.99,#087500,https://cards.scryfall.io/normal/front/d/4/d4f4d954-a3c5-4c51-9da9-715808e28bfb.jpg?1539993162,Enchantment — Aura,Jeff A. Menges
Badlands,0,1994,550.0,#d78f42,https://cards.scryfall.io/normal/front/2/f/2fb67912-3d3d-40d4-8aa0-141a8025b037.jpg?1539996696,Land — Swamp Mountain,Rob Alexander
Bad Moon,2,1994,19.99,#000000,https://cards.scryfall.io/normal/front/d/9/d9632653-6345-4f0a-ba62-15a9e2e5cb79.jpg?1539997778,Enchantment,Jesper Myrfors
Balance,2,1994,0.99,#ffffff,https://cards.scryfall.io/normal/front/b/1/b17530a1-7be3-4af3-aa98-9476c69fa766.jpg?1539999312,Sorcery,Mark Poole
Bayou,0,1994,600.0,#d78f42,https://cards.scryfall.io/normal/front/9/3/937fa336-0539-425e-9de6-7029dc91f105.jpg?1736909677,Land — Swamp Forest,Jesper Myrfors
Birds of Paradise,1,1994,130.0,#087500,https://cards.scryfall.io/normal/front/8/a/8a3ea83c-2978-4a2a-a109-915b9a738a13.jpg?1539998565,Creature — Bird,Mark Poole
Braingeyser,2,1994,39.99,#341aff,https://cards.scryfall.io/normal/front/d/c/dc24fcdd-0f46-45cb-b76b-7d8445a6a5d3.jpg?1539992483,Sorcery,Mark Tedin
Contract from Below,1,1994,21.0,#000000,https://cards.scryfall.io/normal/front/1/1/115afb20-dc8c-47e7-9704-4ebf33a676cc.jpg?1539991718,Sorcery,Douglas Shuler
Copy Artifact,2,1994,245.97,#341aff,https://cards.scryfall.io/normal/front/b/1/b112cb69-3b6f-42dc-b6ea-6537492adb95.jpg?1539998239,Enchantment,Amy Weber
Dancing Scimitar,4,1994,7.99,#8c8d8b,https://cards.scryfall.io/normal/front/7/6/7694e629-f481-49c9-a17e-c15c5f739523.jpg?1539996092,Artifact Creature — Spirit,Anson Maddocks
Demonic Hordes,6,1994,24.99,#000000,https://cards.scryfall.io/normal/front/d/b/db29d7e3-b436-4b8c-bcc4-c35a14790e63.jpg?1539997822,Creature — Demon,Jesper Myrfors
Disrupting Scepter,3,1994,16.05,#8c8d8b,https://cards.scryfall.io/normal/front/4/8/48dd494c-7be0-46fc-9a84-be7d9c3b4db1.jpg?1679274563,Artifact,Dan Frazier
Earthquake,1,1994,18.0,#ff1a1a,https://cards.scryfall.io/normal/front/2/9/29ac1abc-7a13-48e4-b939-fbfb7466cd21.jpg?1539998998,Sorcery,Dan Frazier
Elvish Archers,2,1994,34.63,#087500,https://cards.scryfall.io/normal/front/6/4/64146429-6073-47ee-97c7-334dc5573d83.jpg?1539993267,Creature — Elf Archer,Anson Maddocks
Fastbond,1,1994,99.99,#087500,https://cards.scryfall.io/normal/front/7/9/79c291b1-bbe1-42f9-8b8d-14afec9c218a.jpg?1539998613,Enchantment,Mark Poole
Force of Nature,6,1994,25.0,#087500,https://cards.scryfall.io/normal/front/7/5/75dbdb79-570e-40f4-99a6-d9ac17c30082.jpg?1539993309,Creature — Elemental,Douglas Shuler
Goblin King,3,1994,41.66,#ff1a1a,https://cards.scryfall.io/normal/front/1/d/1df7007b-9e17-4957-8f52-fa78ba7721b4.jpg?1539999057,Creature — Goblin,Jesper Myrfors
Granite Gargoyle,3,1994,17.99,#ff1a1a,https://cards.scryfall.io/normal/front/d/7/d72487eb-5029-4390-8a54-80ae2ecd690c.jpg?1539994171,Creature — Gargoyle,Christopher Rush
Helm of Chatzuk,1,1994,4.49,#8c8d8b,https://cards.scryfall.io/normal/front/5/c/5ce26c4d-f4b3-4cdf-99ee-ca4ab30917f6.jpg?1539996206,Artifact,Mark Tedin
Howling Mine,2,1994,24.99,#8c8d8b,https://cards.scryfall.io/normal/front/8/1/81dfe0d1-d8b0-4d66-9039-d827f4d23455.jpg?1539999702,Artifact,Mark Poole
Ivory Tower,1,1994,27.51,#8c8d8b,https://cards.scryfall.io/normal/front/3/c/3cf6a559-38d9-474f-8add-9155eb764bc8.jpg?1539996274,Artifact,Margaret Organ-Kean
Jayemdae Tome,4,1994,45.12,#8c8d8b,https://cards.scryfall.io/normal/front/8/a/8a221bb9-95cd-4552-8ed7-b40a2fe70a3f.jpg?1539996331,Artifact,Mark Tedin
Kormus Bell,4,1994,7.95,#8c8d8b,https://cards.scryfall.io/normal/front/5/9/59fbace3-a975-470f-b41c-94361f0f5b42.jpg?1539996355,Artifact,Christopher Rush
Lord of the Pit,7,1994,28.35,#000000,https://cards.scryfall.io/normal/front/4/d/4d5aa056-2ff3-4ae4-8d2c-7abb8f1b8db3.jpg?1539997968,Creature — Demon,Mark Tedin
Mahamoti Djinn,6,1994,23.0,#341aff,https://cards.scryfall.io/normal/front/f/8/f8ecba9c-f147-4c9a-9b5a-56d2786884c3.jpg?1539998349,Creature — Djinn,Dan Frazier
Manabarbs,4,1994,10.0,#ff1a1a,https://cards.scryfall.io/normal/front/5/c/5cc31e3d-c9c0-458b-a971-e5bc9b9d6d51.jpg?1539994347,Enchantment,Christopher Rush
Mana Short,3,1994,39.88,#341aff,https://cards.scryfall.io/normal/front/b/3/b3e13709-6e6e-499e-b861-699d4d98a8a7.jpg?1539998360,Instant,Dameon Willich
Mana Vault,1,1994,99.99,#8c8d8b,https://cards.scryfall.io/normal/front/a/7/a748366b-654a-488b-8431-8f44c7e2e0ec.jpg?1539999746,Artifact,Mark Tedin
Meekstone,1,1994,19.95,#8c8d8b,https://cards.scryfall.io/normal/front/8/8/8817c1c1-cd7c-4168-9ed3-cc33a32182a0.jpg?1539999755,Artifact,Quinton Hoover
Millstone,2,1994,5.8,#8c8d8b,https://cards.scryfall.io/normal/front/e/6/e613a828-ae75-4f9f-9cb2-f349c6880eb7.jpg?1539999762,Artifact,Kaja Foglio
Mind Twist,1,1994,54.5,#000000,https://cards.scryfall.io/normal/front/4/e/4eebf042-61e1-4b2a-a90e-fd8de18bfa3a.jpg?1539997980,Sorcery,Julie Baroh
Nevinyrral's Disk,4,1994,65.04,#8c8d8b,https://cards.scryfall.io/normal/front/2/1/21152782-15ac-47c1-affe-1bf093ecb79e.jpg?1539999779,Artifact,Mark Tedin
Nightmare,6,1994,25.0,#000000,https://cards.scryfall.io/normal/front/f/2/f2838473-8e2a-48c9-bd6a-25c79c66d43b.jpg?1539997996,Creature — Nightmare Horse,Melissa A. Benson
Plateau,0,1994,450.0,#d78f42,https://cards.scryfall.io/normal/front/f/7/f747a422-2706-4b0c-b45c-bf599e2f8eed.jpg?1540167454,Land — Mountain Plains,Cornelius Brudi
Royal Assassin,3,1994,47.65,#000000,https://cards.scryfall.io/normal/front/b/5/b5fe8b37-de6b-4ca9-a827-6b18198f3174.jpg?1539998052,Creature — Human Assassin,Tom Wänerstrand
Savannah Lions,1,1994,40.0,#ffffff,https://cards.scryfall.io/normal/front/7/5/75798ac5-9843-4a8b-a5f3-dbd38b4e4bad.jpg?1539999579,Creature — Cat,Daniel Gelon
Sedge Troll,3,1994,39.99,#d78f42,https://cards.scryfall.io/normal/front/8/e/8e432f7c-885e-4fdb-9a08-bb2f4e2042ae.jpg?1679274532,Creature — Troll,Dan Frazier
Serendib Efreet,3,1994,180.0,#341aff,https://cards.scryfall.io/normal/front/7/b/7b0ca1f4-391d-40fc-b53e-ffb6e4d4c061.jpg?1542202975,Creature — Efreet,Anson Maddocks
Shivan Dragon,6,1994,99.99,#ff1a1a,https://cards.scryfall.io/normal/front/3/f/3f22dd2f-41c1-403b-a3bc-617d15922602.jpg?1539999214,Creature — Dragon,Melissa A. Benson
Smoke,2,1994,10.0,#ff1a1a,https://cards.scryfall.io/normal/front/c/b/cbd66031-e182-4e6e-bc7a-53a01d504b3b.jpg?1539994557,Enchantment,Jesper Myrfors
Stasis,2,1994,38.8,#341aff,https://cards.scryfall.io/normal/front/7/3/73d95016-fe42-4ff8-924a-f568f6de8d88.jpg?1539998494,Enchantment,Fay Jones
Taiga,0,1994,600.0,#d78f42,https://cards.scryfall.io/normal/front/1/d/1ddfceae-b9d0-4de8-aaf1-c12f780536c6.jpg?1696553354,Land — Mountain Forest,Rob Alexander
Thoughtlace,1,1994,3.45,#341aff,https://cards.scryfall.io/normal/front/7/d/7d4c2d36-657d-4337-8de8-bc7083916484.jpg?1539993027,Instant,Mark Poole
Tropical Island,0,1994,950.0,#d78f42,https://cards.scryfall.io/normal/front/c/4/c409f51e-eea5-478b-8679-27309bd73936.jpg?1539997005,Land — Forest Island,Jesper Myrfors
Tundra,0,1994,800.0,#d78f42,https://cards.scryfall.io/normal/front/1/6/16cbac60-fd88-4369-942e-e8a1d16f7300.jpg?1539997017,Land — Plains Island,Jesper Myrfors
Verduran Enchantress,3,1994,50.0,#087500,https://cards.scryfall.io/normal/front/6/b/6b2627d3-b317-4e7b-a268-393bb90ba516.jpg?1539998792,Creature — Human Druid,Kev Brockschmidt
Vesuvan Doppelganger,5,1994,129.78,#341aff,https://cards.scryfall.io/normal/front/c/4/c4b133a8-a877-4901-95eb-457249a7194b.jpg?1618767917,Creature — Shapeshifter,Quinton Hoover
Wheel of Fortune,3,1994,475.99,#ff1a1a,https://cards.scryfall.io/normal/front/e/e/eecdd5a0-f4cf-42da-9570-84ab943e7025.jpg?1679274409,Sorcery,Daniel Gelon
Will-o'-the-Wisp,1,1994,12.0,#000000,https://cards.scryfall.io/normal/front/c/c/ccb949ea-a99c-4367-8b2e-0f98d0898e40.jpg?1539998157,Creature — Spirit,Jesper Myrfors
Winter Orb,2,1994,70.0,#8c8d8b,https://cards.scryfall.io/normal/front/1/e/1e10013c-0dbc-4153-8937-f612ffd93d2f.jpg?1539999862,Artifact,Mark Tedin
Wrath of God,4,1994,49.99,#ffffff,https://cards.scryfall.io/normal/front/a/d/adb92f38-c4e1-42ed-b726-d66716b3e92a.jpg?1539999632,Sorcery,Quinton Hoover
Zombie Master,3,1994,34.99,#000000,https://cards.scryfall.io/normal/front/5/c/5c8dec2e-2d1a-48b1-820e-ef19de143c52.jpg?1539998173,Creature — Zombie,Jeff A. Menges
