name,cmc,release_year,price,color,image,type_line,artist
Accursed Duneyard,0,2025,5.13,#8c8d8b,https://cards.scryfall.io/normal/front/b/d/bd9e6ba8-1c5e-4416-8bff-90db3b3b1f41.jpg?1738355380,Land,Maxime Minard
Adarkar Wastes,0,2025,1.5,#d78f42,https://cards.scryfall.io/normal/front/e/a/eabb8cd7-3f5c-40ea-b339-f0b6fed3489a.jpg?1738355996,Land,Gary Leach
Aetherflux Conduit,6,2025,19.61,#8c8d8b,https://cards.scryfall.io/normal/front/d/d/dd9ac0f2-2d8f-40fc-97fb-d6e05633405d.jpg?1738355362,Artifact,Michael Phillippi
Aetheric Amplifier,3,2025,19.0,#8c8d8b,https://cards.scryfall.io/normal/front/2/1/21c33a91-b02c-43ec-a385-aa0349928f9c.jpg?1738355371,Artifact,Victor Sales
Archfiend of Ifnir,5,2025,3.25,#000000,https://cards.scryfall.io/normal/front/9/6/9656903f-bd3e-4944-9f5f-f2d372a19f56.jpg?1738355728,Creature — Demon,Seb McKinnon
Blasphemous Act,9,2025,2.02,#ff1a1a,https://cards.scryfall.io/normal/front/d/1/d1fff9a2-75c1-4623-9185-7cade6531b1e.jpg?1738355805,Sorcery,Daarken
Bootleggers' Stash,6,2025,1.38,#087500,https://cards.scryfall.io/normal/front/9/b/9be25e90-393a-4c30-86e2-6fa0d8be4247.jpg?1738355854,Artifact,Anastasia Ovchinnikova
Caves of Koilos,0,2025,0.8,#d78f42,https://cards.scryfall.io/normal/front/1/8/18e5a0d3-d132-40e2-85ae-a1b743dfdd33.jpg?1738356006,Land,Jim Nelson
Chromatic Lantern,3,2025,3.0,#8c8d8b,https://cards.scryfall.io/normal/front/9/0/9099b12d-8c5b-4e76-b7c4-260599e5a3b3.jpg?1738355555,Artifact,Julie Dillon
Crowded Crypt,3,2025,3.75,#000000,https://cards.scryfall.io/normal/front/d/6/d6539667-d082-4f8e-919a-c1882545baea.jpg?1738355739,Artifact,Jarel Threat
Cryptbreaker,1,2025,5.3,#000000,https://cards.scryfall.io/normal/front/a/3/a3364105-68e9-45b5-874a-5c273d10f3f9.jpg?1738355494,Creature — Zombie,Slawomir Maniak
Damn,2,2025,1.4,#d78f42,https://cards.scryfall.io/normal/front/1/b/1b25c224-4531-4fdc-9845-6663eaf60540.jpg?1738355744,Sorcery,Lucas Graciano
Disallow,3,2025,3.25,#341aff,https://cards.scryfall.io/normal/front/8/0/80f8aa2a-78e1-4717-a0bd-a435f4922668.jpg?1738355668,Instant,Min Yum
Drowned Catacomb,0,2025,2.39,#d78f42,https://cards.scryfall.io/normal/front/6/b/6b4097eb-a1e5-4560-80d8-11bb5628dd0d.jpg?1738356017,Land,Dave Kendall
Elder Gargaroth,5,2025,9.0,#087500,https://cards.scryfall.io/normal/front/e/5/e5729bd1-f480-4a9a-a36c-c36bf4b85a3f.jpg?1738355858,Creature — Beast,Nicholas Gregory
Exotic Orchard,0,2025,1.0,#8c8d8b,https://cards.scryfall.io/normal/front/0/f/0f31cb4c-c0f4-42fc-9661-723f78ee4d56.jpg?1738356027,Land,Steven Belledin
Forgotten Creation,4,2025,1.0,#341aff,https://cards.scryfall.io/normal/front/2/f/2ff3a5b6-b39a-45d0-a8f5-1447776bfe74.jpg?1738355685,Creature — Zombie Horror,Izzy
Glacial Fortress,0,2025,1.0,#d78f42,https://cards.scryfall.io/normal/front/1/1/11bee1bf-bc75-4d4f-8f41-a9a3c0cdd19e.jpg?1738356037,Land,James Paick
God-Eternal Oketra,5,2025,3.65,#ffffff,https://cards.scryfall.io/normal/front/6/4/6453140c-6588-41d8-b43f-1858d70d9761.jpg?1738355626,Legendary Creature — Zombie God,Grzegorz Rutkowski
Gravecrawler,1,2025,2.0,#000000,https://cards.scryfall.io/normal/front/0/8/08ef7130-5051-4e2c-b473-2dae3176078e.jpg?1738355505,Creature — Zombie,Josh Hass
Grave Titan,6,2025,1.5,#000000,https://cards.scryfall.io/normal/front/1/7/179c5a3a-ea17-46bb-9a61-18b31f4705a9.jpg?1738355497,Creature — Giant,Loïc Canavaggia
Hinterland Harbor,0,2025,1.0,#d78f42,https://cards.scryfall.io/normal/front/1/0/105c31a5-6e63-4442-b87a-56f324ab816e.jpg?1738356040,Land,Daniel Ljunggren
Isolated Chapel,0,2025,1.0,#d78f42,https://cards.scryfall.io/normal/front/7/b/7b68c431-ad14-439b-9513-67479af8f2c2.jpg?1738356041,Land,Cliff Childs
Karplusan Forest,0,2025,2.71,#d78f42,https://cards.scryfall.io/normal/front/c/f/cffc9b01-2f61-4eb1-8bfa-cbe746a7104b.jpg?1738356047,Land,Sam Burley
Lost Monarch of Ifnir,4,2025,7.86,#000000,https://cards.scryfall.io/normal/front/c/a/cae37ab0-9d60-45e9-98cb-e7427e508bc5.jpg?1738355332,Creature — Zombie Noble,Piotr Dura
Maskwood Nexus,4,2025,2.25,#8c8d8b,https://cards.scryfall.io/normal/front/c/6/c6f2c543-9b01-4760-966a-f0609c24f53e.jpg?1738355965,Artifact,Jason A. Engle
Midnight Reaper,3,2025,1.0,#000000,https://cards.scryfall.io/normal/front/3/3/33c16202-4d7f-449c-8b29-144b2a9fda9a.jpg?1738355509,Creature — Zombie Knight,Josh Hass
Murderous Rider // Swift End,3,2025,1.0,#000000,https://cards.scryfall.io/normal/front/6/7/67ea8e53-aa22-42d1-bca4-64b0b0f0bbdb.jpg?1738355515,Creature — Zombie Knight // Instant — Adventure,Raluca Marinescu
On Wings of Gold,4,2025,7.61,#ffffff,https://cards.scryfall.io/normal/front/d/5/d5e247d3-8542-4e6c-b256-5ae216eeceb0.jpg?1738355305,Enchantment,Danny Schwartz
Panharmonicon,4,2025,2.8,#8c8d8b,https://cards.scryfall.io/normal/front/9/d/9d7903ff-359b-49f5-8782-c9dd789c2da6.jpg?1738355974,Artifact,Volkan Baǵa
Plague Belcher,3,2025,2.5,#000000,https://cards.scryfall.io/normal/front/2/6/26c3846a-b5a6-42ad-bcc0-96f2077b1b47.jpg?1738355785,Creature — Zombie Beast,Izzy
Prairie Stream,0,2025,1.0,#d78f42,https://cards.scryfall.io/normal/front/5/b/5babbc79-ad36-4088-a456-8acf64cfe9f6.jpg?1738356057,Land — Plains Island,Adam Paquette
Renewed Solidarity,3,2025,40.62,#ffffff,https://cards.scryfall.io/normal/front/9/a/9a72b230-dbb0-4d38-ba7a-fb0bd03b6c47.jpg?1738355314,Enchantment,Julie Dillon
Retrofitter Foundry,1,2025,2.9,#8c8d8b,https://cards.scryfall.io/normal/front/f/c/fcddaf73-0242-4db8-817b-d65c17119372.jpg?1738355975,Artifact,Dmitry Burmak
Rhet-Tomb Mystic,2,2025,3.24,#341aff,https://cards.scryfall.io/normal/front/1/3/131a68e6-09ee-4afd-a0e1-d63bbc0775e8.jpg?1738355330,Creature — Zombie Bird Wizard,Irina Nordsol
Rootbound Crag,0,2025,1.5,#d78f42,https://cards.scryfall.io/normal/front/7/0/70ea3d14-a1e6-4150-98c5-44be53473bd1.jpg?1738356060,Land,Grzegorz Rutkowski
