name,cmc,release_year,price,color,image,type_line,artist
Archangel,7,2000,48.98,#ffffff,https://cards.scryfall.io/normal/front/e/4/e40d5c20-c599-4aa0-b214-48df40236b12.jpg?1733254796,Creature — Angel,Donato Giancola
Ascendant Evincar,6,2000,29.99,#000000,https://cards.scryfall.io/normal/front/5/e/5e1cf470-f2af-469d-914b-e250652c861d.jpg?1733254799,Legendary Creature — Phyrexian Vampire Noble,Mark Zug
Jace Beleren,3,2009,35.36,#341aff,https://cards.scryfall.io/normal/front/3/9/39a89c44-1aa7-4f2e-909b-d821ec2b7948.jpg?1733252536,Legendary Planeswalker — Jace,Aleksi Briclot
Shivan Dragon,6,2001,7.99,#ff1a1a,https://cards.scryfall.io/normal/front/e/7/e70868a4-3971-431d-a614-604aca110fe4.jpg?1733254820,Creature — Dragon,Donato Giancola
Thorn Elemental,7,2000,6.99,#087500,https://cards.scryfall.io/normal/front/1/2/12711a8f-91e5-4bb7-bbc5-3f8f644988ee.jpg?1733254791,Creature — Elemental,rk post
